date,city,weather_condition,rain_probability,temperature
2026-06-27,Mysuru,Heavy Rain,0.88,30
2026-06-27,Kochi,Heavy Rain,0.93,31
2026-06-28,Chennai,Heavy Rain,0.9,37
2026-06-28,Vellore,Heavy Rain,0.85,34
2026-06-28,Bengaluru,Heavy Rain,0.9,38
2026-06-28,Visakhapatnam,Heavy Rain,0.84,37
2026-06-28,Coimbatore,Heavy Rain,0.74,34
2026-06-28,Vijayawada,Rain,0.55,33
2026-06-28,Hyderabad,Heavy Rain,0.75,31
2026-06-28,Pune,Heavy Rain,0.88,32
2026-06-28,Mysuru,Rain,0.58,37
2026-06-28,Kochi,Heavy Rain,0.81,33
2026-06-29,Chennai,Rain,0.65,28
2026-06-29,Vellore,Heavy Rain,0.87,37
2026-06-29,Bengaluru,Rain,0.54,33
2026-06-29,Visakhapatnam,Rain,0.53,36
2026-06-29,Coimbatore,Rain,0.6,29
2026-06-29,Vijayawada,Heavy Rain,0.75,32
2026-06-29,Hyderabad,Rain,0.48,32
2026-06-29,Pune,Rain,0.41,28
2026-06-29,Mysuru,Heavy Rain,0.88,34
2026-06-29,Kochi,Heavy Rain,0.84,30
2026-06-30,Chennai,Heavy Rain,0.85,38
2026-06-30,Vellore,Rain,0.58,32
2026-06-30,Bengaluru,Heavy Rain,0.83,36
2026-06-30,Visakhapatnam,Rain,0.64,30
2026-06-30,Coimbatore,Heavy Rain,0.92,32
2026-06-30,Vijayawada,Rain,0.64,34
2026-06-30,Hyderabad,Heavy Rain,0.76,30
2026-06-30,Pune,Heavy Rain,0.78,30
2026-06-30,Mysuru,Heavy Rain,0.73,34
2026-06-30,Kochi,Rain,0.55,29
2026-07-01,Chennai,Rain,0.64,36
2026-07-01,Vellore,Rain,0.53,36
2026-07-01,Bengaluru,Rain,0.53,31
2026-07-01,Visakhapatnam,Heavy Rain,0.94,31
2026-07-01,Coimbatore,Heavy Rain,0.9,30
2026-07-01,Vijayawada,Rain,0.54,34
2026-07-01,Hyderabad,Rain,0.43,33
2026-07-01,Pune,Rain,0.66,37
2026-07-01,Mysuru,Heavy Rain,0.92,31
2026-07-01,Kochi,Heavy Rain,0.83,33
2026-07-02,Chennai,Rain,0.47,31
2026-07-02,Vellore,Heavy Rain,0.74,34
2026-07-02,Bengaluru,Heavy Rain,0.86,28
2026-07-02,Visakhapatnam,Heavy Rain,0.85,35
2026-07-02,Coimbatore,Heavy Rain,0.79,33
2026-07-02,Vijayawada,Heavy Rain,0.88,37
2026-07-02,Hyderabad,Rain,0.69,33
2026-07-02,Pune,Heavy Rain,0.71,35
2026-07-02,Mysuru,Rain,0.55,29
2026-07-02,Kochi,Heavy Rain,0.75,29
2026-07-03,Chennai,Rain,0.46,32
2026-07-03,Vellore,Heavy Rain,0.71,33
2026-07-03,Bengaluru,Heavy Rain,0.85,31
2026-07-03,Visakhapatnam,Rain,0.41,36
2026-07-03,Coimbatore,Rain,0.68,32
2026-07-03,Vijayawada,Rain,0.51,29
2026-07-03,Hyderabad,Heavy Rain,0.84,34
2026-07-03,Pune,Heavy Rain,0.88,35
2026-07-03,Mysuru,Rain,0.53,35
2026-07-03,Kochi,Rain,0.55,30
2026-07-04,Chennai,Rain,0.68,30
2026-07-04,Vellore,Rain,0.58,33
2026-07-04,Bengaluru,Rain,0.46,36
2026-07-04,Visakhapatnam,Heavy Rain,0.77,38
2026-07-04,Coimbatore,Rain,0.45,34
2026-07-04,Vijayawada,Heavy Rain,0.91,34
2026-07-04,Hyderabad,Heavy Rain,0.84,30
2026-07-04,Pune,Rain,0.56,33
2026-07-04,Mysuru,Rain,0.62,32
2026-07-04,Kochi,Heavy Rain,0.92,34
2026-07-05,Chennai,Rain,0.43,35
2026-07-05,Vellore,Rain,0.65,35
2026-07-05,Bengaluru,Rain,0.41,34
2026-07-05,Visakhapatnam,Heavy Rain,0.89,31
2026-07-05,Coimbatore,Heavy Rain,0.83,33
2026-07-05,Vijayawada,Heavy Rain,0.91,29
2026-07-05,Hyderabad,Rain,0.52,35
2026-07-05,Pune,Heavy Rain,0.88,32
2026-07-05,Mysuru,Rain,0.54,32
2026-07-05,Kochi,Rain,0.68,32
2026-07-06,Chennai,Heavy Rain,0.77,35
2026-07-06,Vellore,Rain,0.64,28
2026-07-06,Bengaluru,Heavy Rain,0.73,38
2026-07-06,Visakhapatnam,Rain,0.7,32
2026-07-06,Coimbatore,Rain,0.68,34
2026-07-06,Vijayawada,Rain,0.57,34
2026-07-06,Hyderabad,Rain,0.45,32
2026-07-06,Pune,Heavy Rain,0.79,33
2026-07-06,Mysuru,Rain,0.55,37
2026-07-06,Kochi,Heavy Rain,0.83,29
2026-07-07,Chennai,Heavy Rain,0.92,33
2026-07-07,Vellore,Rain,0.49,33
2026-07-07,Bengaluru,Heavy Rain,0.71,33
2026-07-07,Visakhapatnam,Rain,0.43,35
2026-07-07,Coimbatore,Rain,0.55,29
2026-07-07,Vijayawada,Rain,0.49,28
2026-07-07,Hyderabad,Rain,0.41,30
2026-07-07,Pune,Rain,0.45,34
2026-07-07,Mysuru,Heavy Rain,0.78,30
2026-07-07,Kochi,Heavy Rain,0.79,30
2026-07-08,Chennai,Rain,0.49,30
2026-07-08,Vellore,Rain,0.45,30
2026-07-08,Bengaluru,Heavy Rain,0.92,37
2026-07-08,Visakhapatnam,Heavy Rain,0.92,29
2026-07-08,Coimbatore,Rain,0.55,28
2026-07-08,Vijayawada,Heavy Rain,0.93,34
2026-07-08,Hyderabad,Rain,0.66,29
2026-07-08,Pune,Rain,0.6,31
2026-07-08,Mysuru,Rain,0.43,28
2026-07-08,Kochi,Rain,0.48,30
2026-07-09,Chennai,Heavy Rain,0.76,28
2026-07-09,Vellore,Heavy Rain,0.76,30
2026-07-09,Bengaluru,Heavy Rain,0.74,34
2026-07-09,Visakhapatnam,Rain,0.7,36
2026-07-09,Coimbatore,Rain,0.46,35
2026-07-09,Vijayawada,Rain,0.4,35
2026-07-09,Hyderabad,Rain,0.62,29
2026-07-09,Pune,Rain,0.52,28
2026-07-09,Mysuru,Heavy Rain,0.73,29
2026-07-09,Kochi,Heavy Rain,0.91,31
2026-07-10,Chennai,Rain,0.5,33
2026-07-10,Vellore,Rain,0.56,36
2026-07-10,Bengaluru,Heavy Rain,0.84,34
2026-07-10,Visakhapatnam,Rain,0.44,29
2026-07-10,Coimbatore,Rain,0.56,33
2026-07-10,Vijayawada,Heavy Rain,0.88,31
2026-07-10,Hyderabad,Heavy Rain,0.94,31
2026-07-10,Pune,Rain,0.5,32
2026-07-10,Mysuru,Heavy Rain,0.75,31
2026-07-10,Kochi,Heavy Rain,0.83,30
2026-07-11,Chennai,Rain,0.51,36
2026-07-11,Vellore,Heavy Rain,0.89,31
2026-07-11,Bengaluru,Heavy Rain,0.79,38
2026-07-11,Visakhapatnam,Rain,0.53,35
2026-07-11,Coimbatore,Heavy Rain,0.76,33
2026-07-11,Vijayawada,Heavy Rain,0.83,32
2026-07-11,Hyderabad,Heavy Rain,0.86,32
2026-07-11,Pune,Rain,0.58,30
2026-07-11,Mysuru,Heavy Rain,0.88,28
2026-07-11,Kochi,Rain,0.63,37
2026-07-12,Chennai,Rain,0.55,30
2026-07-12,Vellore,Rain,0.45,37
2026-07-12,Bengaluru,Rain,0.45,28
2026-07-12,Visakhapatnam,Rain,0.64,32
2026-07-12,Coimbatore,Rain,0.47,32
2026-07-12,Vijayawada,Rain,0.65,34
2026-07-12,Hyderabad,Rain,0.61,29
2026-07-12,Pune,Rain,0.58,34
2026-07-12,Mysuru,Rain,0.44,30
2026-07-12,Kochi,Heavy Rain,0.88,36
2026-07-13,Chennai,Rain,0.7,29
2026-07-13,Vellore,Heavy Rain,0.86,38
2026-07-13,Bengaluru,Rain,0.64,37
2026-07-13,Visakhapatnam,Rain,0.42,36
2026-07-13,Coimbatore,Rain,0.53,36
2026-07-13,Vijayawada,Heavy Rain,0.93,29
2026-07-13,Hyderabad,Rain,0.57,37
2026-07-13,Pune,Rain,0.47,35
2026-07-13,Mysuru,Rain,0.58,38
2026-07-13,Kochi,Rain,0.53,33
2026-07-14,Chennai,Heavy Rain,0.78,37
2026-07-14,Vellore,Rain,0.54,32
2026-07-14,Bengaluru,Rain,0.64,37
2026-07-14,Visakhapatnam,Rain,0.57,36
2026-07-14,Coimbatore,Heavy Rain,0.9,33
2026-07-14,Vijayawada,Heavy Rain,0.88,30
2026-07-14,Hyderabad,Rain,0.63,31
2026-07-14,Pune,Rain,0.47,28
2026-07-14,Mysuru,Rain,0.41,37
2026-07-14,Kochi,Rain,0.45,32
2026-07-15,Chennai,Rain,0.45,35
2026-07-15,Vellore,Rain,0.43,37
2026-07-15,Bengaluru,Rain,0.54,29
2026-07-15,Visakhapatnam,Heavy Rain,0.9,36
2026-07-15,Coimbatore,Heavy Rain,0.86,30
2026-07-15,Vijayawada,Rain,0.57,37
2026-07-15,Hyderabad,Rain,0.65,34
2026-07-15,Pune,Rain,0.4,36
2026-07-15,Mysuru,Heavy Rain,0.83,36
2026-07-15,Kochi,Heavy Rain,0.85,33
2026-07-16,Chennai,Heavy Rain,0.74,31
2026-07-16,Vellore,Heavy Rain,0.83,28
2026-07-16,Bengaluru,Rain,0.7,36
2026-07-16,Visakhapatnam,Rain,0.61,28
2026-07-16,Coimbatore,Heavy Rain,0.8,31
2026-07-16,Vijayawada,Rain,0.4,34
2026-07-16,Hyderabad,Heavy Rain,0.77,30
2026-07-16,Pune,Rain,0.6,38
2026-07-16,Mysuru,Rain,0.68,37
2026-07-16,Kochi,Heavy Rain,0.85,34
2026-07-17,Chennai,Heavy Rain,0.86,38
2026-07-17,Vellore,Heavy Rain,0.91,38
2026-07-17,Bengaluru,Rain,0.44,32
2026-07-17,Visakhapatnam,Rain,0.6,32
2026-07-17,Coimbatore,Heavy Rain,0.76,36
2026-07-17,Vijayawada,Rain,0.42,37
2026-07-17,Hyderabad,Rain,0.67,37
2026-07-17,Pune,Rain,0.45,37
2026-07-17,Mysuru,Rain,0.63,34
2026-07-17,Kochi,Rain,0.65,34
2026-07-18,Chennai,Heavy Rain,0.89,30
2026-07-18,Vellore,Heavy Rain,0.75,30
2026-07-18,Bengaluru,Heavy Rain,0.87,33
2026-07-18,Visakhapatnam,Heavy Rain,0.88,30
2026-07-18,Coimbatore,Rain,0.7,36
2026-07-18,Vijayawada,Heavy Rain,0.76,30
2026-07-18,Hyderabad,Rain,0.57,37
2026-07-18,Pune,Rain,0.57,33
2026-07-18,Mysuru,Heavy Rain,0.81,37
2026-07-18,Kochi,Heavy Rain,0.74,36
2026-07-19,Chennai,Rain,0.52,32
2026-07-19,Vellore,Rain,0.51,30
2026-07-19,Bengaluru,Rain,0.7,38
2026-07-19,Visakhapatnam,Heavy Rain,0.91,33
2026-07-19,Coimbatore,Rain,0.64,32
2026-07-19,Vijayawada,Rain,0.52,31
2026-07-19,Hyderabad,Rain,0.61,37
2026-07-19,Pune,Rain,0.62,36
2026-07-19,Mysuru,Heavy Rain,0.84,28
2026-07-19,Kochi,Rain,0.65,37
2026-07-20,Chennai,Rain,0.65,33
2026-07-20,Vellore,Heavy Rain,0.78,32
2026-07-20,Bengaluru,Rain,0.5,35
2026-07-20,Visakhapatnam,Rain,0.44,37
2026-07-20,Coimbatore,Heavy Rain,0.9,31
2026-07-20,Vijayawada,Rain,0.47,29
2026-07-20,Hyderabad,Heavy Rain,0.74,37
2026-07-20,Pune,Heavy Rain,0.81,37
2026-07-20,Mysuru,Rain,0.64,38
2026-07-20,Kochi,Heavy Rain,0.78,35
2026-07-21,Chennai,Rain,0.64,35
2026-07-21,Vellore,Rain,0.58,28
2026-07-21,Bengaluru,Rain,0.61,30
2026-07-21,Visakhapatnam,Heavy Rain,0.76,32
2026-07-21,Coimbatore,Heavy Rain,0.81,28
2026-07-21,Vijayawada,Heavy Rain,0.72,37
2026-07-21,Hyderabad,Rain,0.61,34
2026-07-21,Pune,Heavy Rain,0.91,35
2026-07-21,Mysuru,Heavy Rain,0.82,31
2026-07-21,Kochi,Heavy Rain,0.86,31
2026-07-22,Chennai,Heavy Rain,0.92,36
2026-07-22,Vellore,Rain,0.7,32
2026-07-22,Bengaluru,Rain,0.66,28
2026-07-22,Visakhapatnam,Heavy Rain,0.9,36
2026-07-22,Coimbatore,Heavy Rain,0.73,29
2026-07-22,Vijayawada,Rain,0.58,38
2026-07-22,Hyderabad,Heavy Rain,0.88,33
2026-07-22,Pune,Heavy Rain,0.88,32
2026-07-22,Mysuru,Rain,0.6,33
2026-07-22,Kochi,Heavy Rain,0.76,28
2026-07-23,Chennai,Heavy Rain,0.78,30
2026-07-23,Vellore,Rain,0.51,30
2026-07-23,Bengaluru,Rain,0.45,38
2026-07-23,Visakhapatnam,Rain,0.53,33
2026-07-23,Coimbatore,Heavy Rain,0.87,37
2026-07-23,Vijayawada,Rain,0.44,35
2026-07-23,Hyderabad,Rain,0.43,32
2026-07-23,Pune,Heavy Rain,0.8,30
2026-07-23,Mysuru,Rain,0.69,32
2026-07-23,Kochi,Rain,0.61,29
2026-07-24,Chennai,Rain,0.62,30
2026-07-24,Vellore,Heavy Rain,0.74,33
2026-07-24,Bengaluru,Rain,0.49,32
2026-07-24,Visakhapatnam,Heavy Rain,0.81,29
2026-07-24,Coimbatore,Rain,0.65,33
2026-07-24,Vijayawada,Rain,0.69,37
2026-07-24,Hyderabad,Rain,0.45,37
2026-07-24,Pune,Rain,0.67,37
2026-07-24,Mysuru,Heavy Rain,0.75,35
2026-07-24,Kochi,Rain,0.65,30
2026-07-25,Chennai,Heavy Rain,0.78,36
2026-07-25,Vellore,Heavy Rain,0.91,28
2026-07-25,Bengaluru,Rain,0.64,32
2026-07-25,Visakhapatnam,Heavy Rain,0.91,36
2026-07-25,Coimbatore,Rain,0.63,31
2026-07-25,Vijayawada,Heavy Rain,0.93,37
2026-07-25,Hyderabad,Rain,0.5,38
2026-07-25,Pune,Rain,0.58,37
2026-07-25,Mysuru,Heavy Rain,0.85,28
2026-07-25,Kochi,Heavy Rain,0.77,35
2026-07-26,Chennai,Rain,0.42,38
2026-07-26,Vellore,Heavy Rain,0.77,37
2026-07-26,Bengaluru,Heavy Rain,0.75,35
2026-07-26,Visakhapatnam,Heavy Rain,0.77,28
2026-07-26,Coimbatore,Rain,0.65,30
2026-07-26,Vijayawada,Rain,0.66,33
2026-07-26,Hyderabad,Rain,0.45,37
2026-07-26,Pune,Rain,0.54,33
2026-07-26,Mysuru,Heavy Rain,0.94,36
2026-07-26,Kochi,Heavy Rain,0.88,32
2026-07-27,Chennai,Rain,0.43,32
2026-07-27,Vellore,Heavy Rain,0.72,29
2026-07-27,Bengaluru,Rain,0.42,35
2026-07-27,Visakhapatnam,Rain,0.5,32
2026-07-27,Coimbatore,Rain,0.59,36
2026-07-27,Vijayawada,Rain,0.53,36
2026-07-27,Hyderabad,Heavy Rain,0.83,37
2026-07-27,Pune,Rain,0.45,31
2026-07-27,Mysuru,Rain,0.45,28
2026-07-27,Kochi,Rain,0.45,29
2026-07-28,Chennai,Heavy Rain,0.82,32
2026-07-28,Vellore,Heavy Rain,0.89,32
2026-07-28,Bengaluru,Rain,0.64,37
2026-07-28,Visakhapatnam,Heavy Rain,0.83,32
2026-07-28,Coimbatore,Rain,0.46,30
2026-07-28,Vijayawada,Heavy Rain,0.76,28
2026-07-28,Hyderabad,Rain,0.42,32
2026-07-28,Pune,Rain,0.51,34
2026-07-28,Mysuru,Heavy Rain,0.73,30
2026-07-28,Kochi,Heavy Rain,0.89,37
2026-07-29,Chennai,Heavy Rain,0.81,31
2026-07-29,Vellore,Heavy Rain,0.8,34
2026-07-29,Bengaluru,Heavy Rain,0.92,38
2026-07-29,Visakhapatnam,Rain,0.48,28
2026-07-29,Coimbatore,Rain,0.49,37
2026-07-29,Vijayawada,Rain,0.66,31
2026-07-29,Hyderabad,Rain,0.54,31
2026-07-29,Pune,Heavy Rain,0.87,32
2026-07-29,Mysuru,Heavy Rain,0.84,36
2026-07-29,Kochi,Rain,0.41,29
2026-07-30,Chennai,Heavy Rain,0.75,35
2026-07-30,Vellore,Heavy Rain,0.79,29
2026-07-30,Bengaluru,Rain,0.66,32
2026-07-30,Visakhapatnam,Heavy Rain,0.81,34
2026-07-30,Coimbatore,Rain,0.58,38
2026-07-30,Vijayawada,Rain,0.64,33
2026-07-30,Hyderabad,Rain,0.62,38
2026-07-30,Pune,Heavy Rain,0.76,34
2026-07-30,Mysuru,Heavy Rain,0.91,30
2026-07-30,Kochi,Heavy Rain,0.78,37
2026-07-31,Chennai,Rain,0.49,38
2026-07-31,Vellore,Heavy Rain,0.93,28
2026-07-31,Bengaluru,Rain,0.42,29
2026-07-31,Visakhapatnam,Rain,0.46,29
2026-07-31,Coimbatore,Rain,0.68,29
2026-07-31,Vijayawada,Heavy Rain,0.95,33
2026-07-31,Hyderabad,Rain,0.62,36
2026-07-31,Pune,Heavy Rain,0.81,29
2026-07-31,Mysuru,Rain,0.64,35
2026-07-31,Kochi,Heavy Rain,0.75,28
2026-08-01,Chennai,Rain,0.58,37
2026-08-01,Vellore,Rain,0.47,33
2026-08-01,Bengaluru,Heavy Rain,0.88,37
2026-08-01,Visakhapatnam,Rain,0.63,36
2026-08-01,Coimbatore,Rain,0.65,35
2026-08-01,Vijayawada,Heavy Rain,0.84,36
2026-08-01,Hyderabad,Rain,0.61,28
2026-08-01,Pune,Heavy Rain,0.86,34
2026-08-01,Mysuru,Rain,0.41,28
2026-08-01,Kochi,Rain,0.57,29
2026-08-02,Chennai,Heavy Rain,0.72,31
2026-08-02,Vellore,Heavy Rain,0.74,37
2026-08-02,Bengaluru,Rain,0.54,31
2026-08-02,Visakhapatnam,Rain,0.61,28
2026-08-02,Coimbatore,Heavy Rain,0.78,28
2026-08-02,Vijayawada,Heavy Rain,0.73,31
2026-08-02,Hyderabad,Heavy Rain,0.83,38
2026-08-02,Pune,Heavy Rain,0.88,33
2026-08-02,Mysuru,Rain,0.4,37
2026-08-02,Kochi,Rain,0.46,28
2026-08-03,Chennai,Rain,0.66,31
2026-08-03,Vellore,Rain,0.43,38
2026-08-03,Bengaluru,Rain,0.42,32
2026-08-03,Visakhapatnam,Heavy Rain,0.73,37
2026-08-03,Coimbatore,Rain,0.43,28
2026-08-03,Vijayawada,Heavy Rain,0.93,34
2026-08-03,Hyderabad,Heavy Rain,0.81,35
2026-08-03,Pune,Heavy Rain,0.8,28
2026-08-03,Mysuru,Rain,0.64,30
2026-08-03,Kochi,Rain,0.42,38
2026-08-04,Chennai,Heavy Rain,0.91,31
2026-08-04,Vellore,Heavy Rain,0.92,32
2026-08-04,Bengaluru,Rain,0.69,32
2026-08-04,Visakhapatnam,Rain,0.52,34
2026-08-04,Coimbatore,Heavy Rain,0.79,37
2026-08-04,Vijayawada,Rain,0.63,30
2026-08-04,Hyderabad,Heavy Rain,0.88,28
2026-08-04,Pune,Heavy Rain,0.94,31
2026-08-04,Mysuru,Rain,0.67,28
2026-08-04,Kochi,Heavy Rain,0.76,34
2026-08-05,Chennai,Rain,0.68,31
2026-08-05,Vellore,Rain,0.42,38
2026-08-05,Bengaluru,Rain,0.41,34
2026-08-05,Visakhapatnam,Rain,0.5,38
2026-08-05,Coimbatore,Heavy Rain,0.93,29
2026-08-05,Vijayawada,Heavy Rain,0.74,28
2026-08-05,Hyderabad,Rain,0.67,36
2026-08-05,Pune,Heavy Rain,0.71,36
2026-08-05,Mysuru,Heavy Rain,0.91,35
2026-08-05,Kochi,Rain,0.42,38
2026-08-06,Chennai,Heavy Rain,0.93,32
2026-08-06,Vellore,Rain,0.46,33
2026-08-06,Bengaluru,Rain,0.6,36
2026-08-06,Visakhapatnam,Heavy Rain,0.78,35
2026-08-06,Coimbatore,Heavy Rain,0.78,30
2026-08-06,Vijayawada,Heavy Rain,0.88,32
2026-08-06,Hyderabad,Rain,0.53,35
2026-08-06,Pune,Heavy Rain,0.78,37
2026-08-06,Mysuru,Rain,0.54,30
2026-08-06,Kochi,Heavy Rain,0.88,30
2026-08-07,Chennai,Rain,0.68,28
2026-08-07,Vellore,Rain,0.64,34
2026-08-07,Bengaluru,Rain,0.55,29
2026-08-07,Visakhapatnam,Rain,0.5,29
2026-08-07,Coimbatore,Heavy Rain,0.73,31
2026-08-07,Vijayawada,Rain,0.56,30
2026-08-07,Hyderabad,Heavy Rain,0.83,37
2026-08-07,Pune,Heavy Rain,0.79,37
2026-08-07,Mysuru,Heavy Rain,0.79,29
2026-08-07,Kochi,Rain,0.56,29
2026-08-08,Chennai,Rain,0.65,30
2026-08-08,Vellore,Heavy Rain,0.89,36
2026-08-08,Bengaluru,Heavy Rain,0.84,29
2026-08-08,Visakhapatnam,Rain,0.49,38
2026-08-08,Coimbatore,Rain,0.55,32
2026-08-08,Vijayawada,Rain,0.57,37
2026-08-08,Hyderabad,Rain,0.61,28
2026-08-08,Pune,Rain,0.6,34
2026-08-08,Mysuru,Rain,0.61,34
2026-08-08,Kochi,Rain,0.58,38
2026-08-09,Chennai,Rain,0.59,34
2026-08-09,Vellore,Heavy Rain,0.71,33
2026-08-09,Bengaluru,Rain,0.61,29
2026-08-09,Visakhapatnam,Rain,0.56,35
2026-08-09,Coimbatore,Heavy Rain,0.92,29
2026-08-09,Vijayawada,Rain,0.52,28
2026-08-09,Hyderabad,Heavy Rain,0.93,30
2026-08-09,Pune,Heavy Rain,0.76,37
2026-08-09,Mysuru,Rain,0.44,33
2026-08-09,Kochi,Heavy Rain,0.78,31
2026-08-10,Chennai,Rain,0.55,37
2026-08-10,Vellore,Heavy Rain,0.93,30
2026-08-10,Bengaluru,Rain,0.52,37
2026-08-10,Visakhapatnam,Rain,0.65,33
2026-08-10,Coimbatore,Heavy Rain,0.77,36
2026-08-10,Vijayawada,Rain,0.4,28
2026-08-10,Hyderabad,Heavy Rain,0.83,37
2026-08-10,Pune,Heavy Rain,0.83,32
2026-08-10,Mysuru,Rain,0.48,30
2026-08-10,Kochi,Heavy Rain,0.9,36
2026-08-11,Chennai,Heavy Rain,0.76,31
2026-08-11,Vellore,Heavy Rain,0.85,33
2026-08-11,Bengaluru,Rain,0.59,29
2026-08-11,Visakhapatnam,Rain,0.44,30
2026-08-11,Coimbatore,Rain,0.49,29
2026-08-11,Vijayawada,Heavy Rain,0.77,37
2026-08-11,Hyderabad,Rain,0.67,38
2026-08-11,Pune,Rain,0.62,31
2026-08-11,Mysuru,Heavy Rain,0.91,32
2026-08-11,Kochi,Rain,0.6,30
2026-08-12,Chennai,Rain,0.49,36
2026-08-12,Vellore,Rain,0.41,31
2026-08-12,Bengaluru,Heavy Rain,0.92,38
2026-08-12,Visakhapatnam,Heavy Rain,0.79,32
2026-08-12,Coimbatore,Heavy Rain,0.84,31
2026-08-12,Vijayawada,Rain,0.59,36
2026-08-12,Hyderabad,Heavy Rain,0.79,28
2026-08-12,Pune,Heavy Rain,0.84,38
2026-08-12,Mysuru,Rain,0.53,33
2026-08-12,Kochi,Rain,0.54,33
2026-08-13,Chennai,Heavy Rain,0.94,37
2026-08-13,Vellore,Heavy Rain,0.76,34
2026-08-13,Bengaluru,Rain,0.52,38
2026-08-13,Visakhapatnam,Heavy Rain,0.83,29
2026-08-13,Coimbatore,Heavy Rain,0.93,30
2026-08-13,Vijayawada,Heavy Rain,0.93,34
2026-08-13,Hyderabad,Heavy Rain,0.78,28
2026-08-13,Pune,Heavy Rain,0.91,33
2026-08-13,Mysuru,Rain,0.68,37
2026-08-13,Kochi,Rain,0.69,30
2026-08-14,Chennai,Heavy Rain,0.91,38
2026-08-14,Vellore,Heavy Rain,0.72,31
2026-08-14,Bengaluru,Heavy Rain,0.72,31
2026-08-14,Visakhapatnam,Rain,0.65,30
2026-08-14,Coimbatore,Rain,0.45,34
2026-08-14,Vijayawada,Rain,0.62,29
2026-08-14,Hyderabad,Heavy Rain,0.85,31
2026-08-14,Pune,Heavy Rain,0.92,35
2026-08-14,Mysuru,Rain,0.43,30
2026-08-14,Kochi,Heavy Rain,0.79,33
2026-08-15,Chennai,Heavy Rain,0.77,37
2026-08-15,Vellore,Rain,0.43,30
2026-08-15,Bengaluru,Rain,0.55,35
2026-08-15,Visakhapatnam,Heavy Rain,0.86,33
2026-08-15,Coimbatore,Heavy Rain,0.74,38
2026-08-15,Vijayawada,Heavy Rain,0.8,36
2026-08-15,Hyderabad,Heavy Rain,0.82,28
2026-08-15,Pune,Rain,0.55,31
2026-08-15,Mysuru,Rain,0.56,28
2026-08-15,Kochi,Rain,0.48,28
2026-08-16,Chennai,Rain,0.62,33
2026-08-16,Vellore,Heavy Rain,0.93,37
2026-08-16,Bengaluru,Heavy Rain,0.83,38
2026-08-16,Visakhapatnam,Rain,0.59,37
2026-08-16,Coimbatore,Rain,0.4,29
2026-08-16,Vijayawada,Heavy Rain,0.94,38
2026-08-16,Hyderabad,Heavy Rain,0.72,33
2026-08-16,Pune,Rain,0.53,32
2026-08-16,Mysuru,Rain,0.51,31
2026-08-16,Kochi,Heavy Rain,0.72,36
2026-08-17,Chennai,Heavy Rain,0.78,35
2026-08-17,Vellore,Heavy Rain,0.94,37
2026-08-17,Bengaluru,Heavy Rain,0.84,38
2026-08-17,Visakhapatnam,Heavy Rain,0.86,34
2026-08-17,Coimbatore,Rain,0.69,37
2026-08-17,Vijayawada,Rain,0.52,33
2026-08-17,Hyderabad,Rain,0.52,30
2026-08-17,Pune,Rain,0.54,28
2026-08-17,Mysuru,Rain,0.42,31
2026-08-17,Kochi,Heavy Rain,0.79,38
2026-08-18,Chennai,Rain,0.53,35
2026-08-18,Vellore,Rain,0.47,30
2026-08-18,Bengaluru,Heavy Rain,0.84,35
2026-08-18,Visakhapatnam,Heavy Rain,0.71,31
2026-08-18,Coimbatore,Heavy Rain,0.74,38
2026-08-18,Vijayawada,Rain,0.53,33
2026-08-18,Hyderabad,Heavy Rain,0.93,35
2026-08-18,Pune,Heavy Rain,0.78,33
2026-08-18,Mysuru,Rain,0.56,30
2026-08-18,Kochi,Heavy Rain,0.72,38
2026-08-19,Chennai,Rain,0.66,37
2026-08-19,Vellore,Heavy Rain,0.81,28
2026-08-19,Bengaluru,Rain,0.45,34
2026-08-19,Visakhapatnam,Rain,0.55,34
2026-08-19,Coimbatore,Heavy Rain,0.88,36
2026-08-19,Vijayawada,Heavy Rain,0.71,30
2026-08-19,Hyderabad,Rain,0.7,37
2026-08-19,Pune,Heavy Rain,0.83,30
2026-08-19,Mysuru,Rain,0.63,33
2026-08-19,Kochi,Rain,0.55,31
2026-08-20,Chennai,Rain,0.66,33
2026-08-20,Vellore,Heavy Rain,0.79,29
2026-08-20,Bengaluru,Rain,0.42,30
2026-08-20,Visakhapatnam,Rain,0.43,38
2026-08-20,Coimbatore,Rain,0.45,37
2026-08-20,Vijayawada,Heavy Rain,0.71,29
2026-08-20,Hyderabad,Rain,0.43,34
2026-08-20,Pune,Rain,0.53,30
2026-08-20,Mysuru,Rain,0.61,36
2026-08-20,Kochi,Heavy Rain,0.91,29
2026-08-21,Chennai,Heavy Rain,0.73,36
2026-08-21,Vellore,Heavy Rain,0.89,37
2026-08-21,Bengaluru,Heavy Rain,0.71,29
2026-08-21,Visakhapatnam,Rain,0.43,38
2026-08-21,Coimbatore,Heavy Rain,0.83,33
2026-08-21,Vijayawada,Heavy Rain,0.72,36
2026-08-21,Hyderabad,Heavy Rain,0.87,30
2026-08-21,Pune,Rain,0.59,33
2026-08-21,Mysuru,Heavy Rain,0.81,31
2026-08-21,Kochi,Rain,0.61,35
2026-08-22,Chennai,Rain,0.63,37
2026-08-22,Vellore,Rain,0.48,30
2026-08-22,Bengaluru,Rain,0.47,38
2026-08-22,Visakhapatnam,Rain,0.58,29
2026-08-22,Coimbatore,Heavy Rain,0.76,36
2026-08-22,Vijayawada,Heavy Rain,0.87,35
